Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
218,S Clarke,Culture and identity,2008,The Sage handbook of cultural analysis,academia.edu,https://www.academia.edu/download/33006096/CLARKE_S._(2008)__Culture_and_Identity__The_sage_Handbook_of_Cultural_Analysis_1.pdf,"https://scholar.google.com/scholar?cites=13160643976318626601&as_sdt=2005&sciodt=0,5&hl=en",506,09/05/22 10:13,PDF,,,,,,,,218,15.57,218,1,14,"… at the crux of a cultural identity: that is, the notion of identity as shaped not just in relation to some other, but to the Other, to another culture. The notion of cultural identity becomes much …",https://www.academia.edu/download/33006096/CLARKE_S._(2008)__Culture_and_Identity__The_sage_Handbook_of_Cultural_Analysis_1.pdf,"https://scholar.google.com/scholar?q=related:KSvb5_f_o7YJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
25,A Cordier,Post-war French popular music: Cultural identity and the Brel-Brassens-Ferré myth,2016,,taylorfrancis.com,https://www.taylorfrancis.com/books/mono/10.4324/9781315601731/post-war-french-popular-music-cultural-identity-brel-brassens-ferr%C3%A9-myth-adeline-cordier,"https://scholar.google.com/scholar?cites=6135179836335253032&as_sdt=2005&sciodt=0,5&hl=en",507,09/05/22 10:13,BOOK,10.4324/9781315601731/post-war-french-popular-music-cultural-identity-brel-brassens-ferr%C3%A9-myth-adeline-cordier,,,,,,,25,4.17,25,1,6,"Jacques Brel, Georges Brassens and Léo Ferré are three emblematic figures of post-war French popular music who have been constantly associated with each other by the public and …",,"https://scholar.google.com/scholar?q=related:KObmOY6JJFUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
27,HYC Caruso,"Art as a political act: Expression of cultural identity, self-identity, and gender by Suk Nam Yun and Yong Soon Min",2005,Journal of Aesthetic Education,JSTOR,https://www.jstor.org/stable/3527433,"https://scholar.google.com/scholar?cites=16013544729624048548&as_sdt=2005&sciodt=0,5&hl=en",508,09/05/22 10:13,,,,,,,,,27,1.59,27,1,17,"… , to what extent do the dimensions of cultural identity, self-identity, and gender interweave and … elements of self-identity formation, cultural identity, gender issues, personal thoughts, …",,"https://scholar.google.com/scholar?q=related:pPMRlBaKO94J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
17,"K Göbel, ZM Preusche","Emotional school engagement among minority youth: The relevance of cultural identity, perceived discrimination, and perceived support",2019,Intercultural Education,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14675986.2019.1616263,"https://scholar.google.com/scholar?cites=15763206981800392574&as_sdt=2005&sciodt=0,5&hl=en",509,09/05/22 10:13,,10.1080/14675986.2019.1616263,,,,,,,17,5.67,9,2,3,"… Once parental, peer, and teacher support variables were integrated into the regression analysis, cultural identity and perceived discrimination were no longer relevant predictors. The …",,"https://scholar.google.com/scholar?q=related:fncrnzspwtoJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
63,"B Moradi, A Rottenstein",Objectification theory and deaf cultural identity attitudes: Roles in deaf women's eating disorder symptomatology.,2007,Journal of Counseling Psychology,psycnet.apa.org,https://psycnet.apa.org/journals/cou/54/2/178.html?uid=2007-04178-007,"https://scholar.google.com/scholar?cites=14828430310052228974&as_sdt=2005&sciodt=0,5&hl=en",510,09/05/22 10:13,,,,,,,,,63,4.20,32,2,15,"… This study also explored relations between Deaf cultural identity attitudes and eating disorder constructs. Thus, the following hypotheses were examined with a sample of Deaf women: …",https://www.academia.edu/download/3368387/MoradiRottenstein2007.pdf,"https://scholar.google.com/scholar?q=related:bm9Md80qyc0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
43,"KM Sussner, TA Edwards, HS Thompson, ...","Ethnic, racial and cultural identity and perceived benefits and barriers related to genetic testing for breast cancer among at-risk women of African descent in New York …",2011,Public health …,karger.com,https://www.karger.com/Article/Abstract/325263,"https://scholar.google.com/scholar?cites=9141374246563746877&as_sdt=2005&sciodt=0,5&hl=en",511,09/05/22 10:13,,,,,,,,,43,3.91,11,4,11,"… Methods: We assessed ethnic, racial and cultural identity and … (c) Africentrism to measure cultural identity. Perceived benefits … Cultural identity (Africentrism) was not related to perceived …",https://www.karger.com/Article/PDF/325263,"https://scholar.google.com/scholar?q=related:PRRWtXGv3H4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
52,L Papademetre,"Self‐defined, other‐defined cultural identity: Logogenesis and multiple‐group membership in a Greek Australian sociolinguistic community",1994,Journal of Multilingual & Multicultural …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/01434632.1994.9994587,"https://scholar.google.com/scholar?cites=2591272983809394500&as_sdt=2005&sciodt=0,5&hl=en",512,09/05/22 10:13,,10.1080/01434632.1994.9994587,,,,,,,52,1.86,52,1,28,"… , the consequence of which is modification of their cultural identity (self- or other-defined). The … In other words, cultural identity may be perceived by an individual as the result of an on-…",,"https://scholar.google.com/scholar?q=related:RIcGtAwN9iMJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
20,J Mul,Database identity: Personal and cultural identity in the age of global datafication,2015,"Crossroads in New Media, Identity and Law",Springer,https://link.springer.com/chapter/10.1057/9781137491268_6,"https://scholar.google.com/scholar?cites=1464070965534453125&as_sdt=2005&sciodt=0,5&hl=en",513,09/05/22 10:13,,10.1057/9781137491268_6,,,,,,,20,2.86,20,1,7,"… First, I will discuss the notions of personal and cultural identity, emphasizing the crucial role of narratives and traditions. Against this background, I will criticize the fruitless opposition of …",https://www.researchgate.net/profile/Jos-De-Mul/publication/304988228_Database_Identity_Personal_and_Cultural_Identity_in_the_Age_of_Global_Datafication/links/5ae1ead7a6fdcc91399fc213/Database-Identity-Personal-and-Cultural-Identity-in-the-Age-of-Global-Datafication.pdf,"https://scholar.google.com/scholar?q=related:he2kQslsURQJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
2,"O Henry Osokpo, R James, ...",Maintaining cultural identity: A systematic mixed studies review of cultural influences on the self‐care of African immigrants living with non‐communicable disease,2021,Journal of Advanced …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jan.14804,"https://scholar.google.com/scholar?cites=10417897758328678159&as_sdt=2005&sciodt=0,5&hl=en",514,09/05/22 10:13,,10.1111/jan.14804,,,,,,,2,2.00,1,3,1,… Cultural identity influences not only the meaning of illness but … investigators who found that cultural identity predicted health-… immigrants’ cultural identity on their self-care behaviours. …,,"https://scholar.google.com/scholar?q=related:D-eEl9DOk5AJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
17,"S Alipour, V Ghasemi, SA Mir Mohammad Tabar",The effect of Facebook social network on cultural identity of youth in Isfahan,2014,Journal of Iranian Cultural …,jicr.ir,http://www.jicr.ir/index.php/priw/user/journal/article_212.html?lang=en,"https://scholar.google.com/scholar?cites=9908483111661610771&as_sdt=2005&sciodt=0,5&hl=en",515,09/05/22 10:13,,,,,,,,,17,2.13,6,3,8,… Facebook social network and the youth's cultural identity. The main question of this … cultural identity of users? Is Facebook as one of the tools of globalization attenuator of cultural identity…,,"https://scholar.google.com/scholar?q=related:EyeMheQAgokJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
49,S Suzuki,The Quoit Brooch Style and Anglo-Saxon Settlement: a casting and recasting of cultural identity symbols,2000,,books.google.com,https://books.google.com/books?hl=en&lr=&id=jLUfFfK4qEoC&oi=fnd&pg=PR9&dq=%22cultural+identity%22&ots=rOlNhdN6CO&sig=gUH98Xtl4EZXySi4SxAQafgpE6c,"https://scholar.google.com/scholar?cites=9502587380126172491&as_sdt=2005&sciodt=0,5&hl=en",516,09/05/22 10:13,BOOK,,,,,,,,49,2.23,49,1,22,"… Since distinct brooch types largely served as cultural identity symbols in the … cultural identity there in the Migration Period, and particularly the role of Jutish culture in the cultural identity …",,"https://scholar.google.com/scholar?q=related:S8WHF-D434MJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
7,H Levin,Literature and cultural identity,1973,Comparative Literature Studies,JSTOR,https://www.jstor.org/stable/40246146,"https://scholar.google.com/scholar?cites=8063250618135046598&as_sdt=2005&sciodt=0,5&hl=en",517,09/05/22 10:13,,,,,,,,,7,0.14,7,1,49,A preliminary version of this paper was first presented as the annual address at a meeting of the Canadian Comparative Literature Association in Montreal on 1 June 1972. The subject …,,"https://scholar.google.com/scholar?q=related:xmnjXLdr5m8J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
50,S Vertovec,"Young Muslims in Keighley, West Yorkshire: cultural identity, context and 'community'",2018,Muslim European youth,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9780429451737-6/young-muslims-keighley-west-yorkshire-cultural-identity-context-community-steven-vertovec,"https://scholar.google.com/scholar?cites=18439479944560664710&as_sdt=2005&sciodt=0,5&hl=en",518,09/05/22 10:13,,10.4324/9780429451737-6,,,,,,,50,12.50,50,1,4,"The concerns aspects of basic context including local geography, state structures, the education system, employment and unemployment patterns, leisure activities, class dynamics, and …",,"https://scholar.google.com/scholar?q=related:hmB6IlAx5v8J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
39,"AB Franzen, J Griebel","Understanding a cultural identity: The confluence of education, politics, and religion within the American concept of biblical literalism",2013,Sociology of Religion,academic.oup.com,https://academic.oup.com/socrel/article-abstract/74/4/521/1693674,"https://scholar.google.com/scholar?cites=7288910394967166489&as_sdt=2005&sciodt=0,5&hl=en",519,09/05/22 10:13,,,,,,,,,39,4.33,20,2,9,"… views—an educated political moderate who is also religious is likely to hold “active Bible views” instead of “received Bible views,” and thereby also an associated cultural identity, but it …",https://digitalcommons.hope.edu/cgi/viewcontent.cgi?article=2311&context=faculty_publications,"https://scholar.google.com/scholar?q=related:GY6ry2JpJ2UJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
34,J Clark,Perceptions of Australian cultural identity among Asian Australians,2007,Australian Journal of Social Issues,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/j.1839-4655.2007.tb00060.x,"https://scholar.google.com/scholar?cites=6733159976929893976&as_sdt=2005&sciodt=0,5&hl=en",520,09/05/22 10:13,,10.1002/j.1839-4655.2007.tb00060.x,,,,,,,34,2.27,34,1,15,… called ‘Australian Cultural identity’. The scale of ‘Australian cultural identity’ ranged from 10 (… likely than the non-university educated to ascribe importance to ‘Australian cultural identity’. …,,"https://scholar.google.com/scholar?q=related:WJ7IQFP9cF0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
24,T Chee-Beng,Structure and change: Cultural identity of the Baba of Melaka,1988,"Bijdragen tot de Taal-, Land-en Volkenkunde",JSTOR,https://www.jstor.org/stable/27863949,"https://scholar.google.com/scholar?cites=11362585710291884807&as_sdt=2005&sciodt=0,5&hl=en",521,09/05/22 10:13,,,,,,,,,24,0.71,24,1,34,"Introduction1 This paper deals with acculturation and the ethnic identity of the Baba Chinese in Malaysia (see also Tan 1979, 1980, 1981, 1983b, and 1984a & b). It intends to show that, …",https://brill.com/downloadpdf/journals/bki/144/2/article-p297_10.pdf,"https://scholar.google.com/scholar?q=related:B5vgf4ADsJ0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
21,SL Hopkyns,A conflict of desires: Global English and its effects on cultural identity in the United Arab Emirates,2017,,leicester.figshare.com,https://leicester.figshare.com/articles/thesis/A_conflict_of_desires_global_English_and_its_effects_on_Cultural_identity_in_the_United_Arab_Emirates/10243160,"https://scholar.google.com/scholar?cites=14642220441023171050&as_sdt=2005&sciodt=0,5&hl=en",522,09/05/22 10:13,,,,,,,,,21,4.20,21,1,5,… -paced change make the issue of cultural identity particularly relevant and urgent to address in … The study investigates the effects of global English on cultural identity in the UAE through …,https://leicester.figshare.com/articles/thesis/A_conflict_of_desires_global_English_and_its_effects_on_Cultural_identity_in_the_United_Arab_Emirates/10243160/files/18489848.pdf,"https://scholar.google.com/scholar?q=related:6kkmzumdM8sJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
24,E Thomas,The dance of cultural identity: Exploring race and gender with adolescent girls,2015,American Journal of Dance Therapy,Springer,https://link.springer.com/article/10.1007/s10465-015-9203-z,"https://scholar.google.com/scholar?cites=6435170917632881655&as_sdt=2005&sciodt=0,5&hl=en",523,09/05/22 10:13,,10.1007/s10465-015-9203-z,,,,,,,24,3.43,24,1,7,"This article examines the use of embodied narrative, a movement-based interpretation of narrative identity theory, with adolescent participants to create a performance piece centered …",,"https://scholar.google.com/scholar?q=related:97NuxtpRTlkJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
22,RT Segers,Inventing a future for literary studies: Research and teaching on cultural identity,1997,Journal of literary studies,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/02564719708530172,"https://scholar.google.com/scholar?cites=11881103991571804381&as_sdt=2005&sciodt=0,5&hl=en",524,09/05/22 10:13,,10.1080/02564719708530172,,,,,,,22,0.88,22,1,25,… to describe cultural identity and how to relate cultural identity to … The author defines cultural identity by citing many examples … cultural identity. New perspectives are offered in conclusion. …,,"https://scholar.google.com/scholar?q=related:3fAcrSEp4qQJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
4,CH Wirihana,Kākahu as cultural identity,2008,,digitalcommons.unl.edu,https://digitalcommons.unl.edu/tsaconf/141/,"https://scholar.google.com/scholar?cites=2486597325114142816&as_sdt=2005&sciodt=0,5&hl=en",525,09/05/22 10:13,,,,,,,,,4,0.29,4,1,14,"As Maori, we recognise ourselves as Tangatawhenua, literally meaning people of the land. We acknowledge our Earth Mother, Papatuanuku and Sky Father, Ranginui as the kaitiaki, …",https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1141&context=tsaconf,"https://scholar.google.com/scholar?q=related:YHDdthcrgiIJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
46,"SJ Caldas, S Caron-Caldas",Language immersion and cultural identity: Conflicting influences and values,1999,Language Culture and Curriculum,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/07908319908666568,"https://scholar.google.com/scholar?cites=1617563155516820293&as_sdt=2005&sciodt=0,5&hl=en",526,09/05/22 10:13,,10.1080/07908319908666568,,,,,,,46,2.00,23,2,23,This study examines the developing cultural and linguistic identities of three French/English bilingual children reared in two linguistic cultures: American and Quebecois. The children's …,https://www.researchgate.net/profile/Stephen-Caldas/publication/249025670_Language_Immersion_and_Cultural_Identity_Conflicting_Influences_and_Values/links/5cbf113b4585156cd7ac1a2a/Language-Immersion-and-Cultural-Identity-Conflicting-Influences-and-Values.pdf,"https://scholar.google.com/scholar?q=related:RQtXph69chYJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
46,I Parasnis,"Selected Topic Of Interest, 1997: Cultural Identity and Diversity in Deaf Education",1997,American Annals of the Deaf,muse.jhu.edu,https://muse.jhu.edu/article/385643/summary,"https://scholar.google.com/scholar?cites=4899548454777005858&as_sdt=2005&sciodt=0,5&hl=en",527,09/05/22 10:13,,,,,,,,,46,1.84,46,1,25,… The primary goal of this issue is to provide a discussion of some of the theoretical and practical issues related to the cultural identity and diversity of deaf learners. These issues require …,https://www.txssn.org/cms/lib6/TX01923182/Centricity/domain/191/socialstudies/SocialJustice_ArticleForTeacher.pdf,"https://scholar.google.com/scholar?q=related:IifMVlyx_kMJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
34,LJ McCaffrey,Irish Nationalism and Irish Catholicism: A Study in Cultural Identity,1973,Church History,cambridge.org,https://www.cambridge.org/core/journals/church-history/article/irish-nationalism-and-irish-catholicism-a-study-in-cultural-identity/0BDA74DDBC3AA0135126F419AB8D62C0,"https://scholar.google.com/scholar?cites=8268324044126119557&as_sdt=2005&sciodt=0,5&hl=en",528,09/05/22 10:13,,,,,,,,,34,0.69,34,1,49,"… It was the flag of their cultural identity: British not Irish. British no-Popery contributed as much, perhaps more, to the Catholic, Irish twin identities than the persecution mania of Anglo-Irish …",,"https://scholar.google.com/scholar?q=related:hWb1Ien8vnIJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
51,"D Bhugra, K Bhui, M Desai, J Singh, ...",The Asian Cultural Identity Schedule: an investigation of culture and deliberate self‐harm,1999,International Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/mpr.72,"https://scholar.google.com/scholar?cites=18163501914334004020&as_sdt=2005&sciodt=0,5&hl=en",529,09/05/22 10:13,,10.1002/mpr.72,,,,,,,51,2.22,10,5,23,"… cultural identity) and integration (retaining cultural identity). The … a process, during which cultural identity is challenged, plays … This paper introduces the Asian Cultural Identity Schedule, …",,"https://scholar.google.com/scholar?q=related:NIMBucG4EfwJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
160,G Mathews,"Heunggongyahn: On the past, present, and future of Hong Kong identity",1997,Bulletin of Concerned Asian Scholars,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14672715.1997.10413089,"https://scholar.google.com/scholar?cites=11452038931648113616&as_sdt=2005&sciodt=0,5&hl=en",530,09/05/22 10:13,,10.1080/14672715.1997.10413089,,,,,,,160,6.40,160,1,25,"… cultural identity of the people of Hong Kong and argues that the survival of Heunggongyahn/Hongkongese as a cultural identity … discourses of Hong Kong's cultural identity, …",https://www.tandfonline.com/doi/pdf/10.1080/14672715.1997.10413089,"https://scholar.google.com/scholar?q=related:0GvUmrvQ7Z4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
34,WE Little,"Mayas in the Marketplace: Tourism, Globalization, and Cultural Identity",2010,,books.google.com,https://books.google.com/books?hl=en&lr=&id=-TsGAgAAQBAJ&oi=fnd&pg=PR7&dq=%22cultural+identity%22&ots=bXG2-IcG6e&sig=DuPBbC7q4hfY2g85KABDM6qfdQY,"https://scholar.google.com/scholar?cites=18043362382158797718&as_sdt=2005&sciodt=0,5&hl=en",531,09/05/22 10:13,BOOK,,,,,,,,34,2.83,34,1,12,"… With regard to studying ethnicity or cultural identity, it is too easy to merely look at relations of power and social relations between subordinate (or subaltern or marginalized) groups of …",,"https://scholar.google.com/scholar?q=related:lps4Hn3mZvoJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
35,V Tong,The relationship between first and second languages and culture: Finding a cross-cultural identity,1997,NYSABE journal,ncela.ed.gov,https://ncela.ed.gov/files/rcd/BE021131/The_Relationship_Between.pdf,"https://scholar.google.com/scholar?cites=9554389922775168733&as_sdt=2005&sciodt=0,5&hl=en",532,09/05/22 10:13,PDF,,,,,,,,35,1.40,35,1,25,… One implication of the findings of this study is that the cultural identity of the respondents is indeed complex and may affect their perception of learning. For students to achieve …,https://ncela.ed.gov/files/rcd/BE021131/The_Relationship_Between.pdf,"https://scholar.google.com/scholar?q=related:3faVcAMDmIQJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
11,"AA Eniola, OR Ojo, AB Ajala",A cultural identity perspective of entrepreneurial performance of small firms,2019,IJRSM International Journal of …,academia.edu,https://www.academia.edu/download/64326913/A%20cultural%20identity%20perspective%20of%20entrepreneurial.pdf,"https://scholar.google.com/scholar?cites=10457998544832311507&as_sdt=2005&sciodt=0,5&hl=en",533,09/05/22 10:13,PDF,,,,,,,,11,3.67,4,3,3,"… The study investigates the effects of cultural identity on entrepreneurial performance of small … performance by adopting key antecedents of cultural identity - family structure, communal …",https://www.academia.edu/download/64326913/A%20cultural%20identity%20perspective%20of%20entrepreneurial.pdf,"https://scholar.google.com/scholar?q=related:0zBIhkRGIpEJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
43,"J Cila, RN Lalonde","Personal openness toward interfaith dating and marriage among Muslim young adults: The role of religiosity, cultural identity, and family connectedness",2014,Group Processes & Intergroup …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1368430213502561,"https://scholar.google.com/scholar?cites=14384786609506056447&as_sdt=2005&sciodt=0,5&hl=en",534,09/05/22 10:13,,10.1177/1368430213502561,,,,,,,43,5.38,22,2,8,… argued that a strong endorsement of Canadian cultural identity also implies an ascription to a … of the superordinate Canadian cultural identity among Muslim Canadians would predict …,https://lalonde.info.yorku.ca/files/2016/02/GroupProcessesIntergroupRelations-2014-Cila-357-70.pdf,"https://scholar.google.com/scholar?q=related:_3hnHTUHoccJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
24,"E Goldblat, T Most",Cultural identity of young deaf adults with cochlear implants in comparison to deaf without cochlear implants and hard-of-hearing young adults,2018,The Journal of Deaf Studies and Deaf …,academic.oup.com,https://academic.oup.com/jdsde/article-abstract/23/3/228/4942213,"https://scholar.google.com/scholar?cites=704751335887230886&as_sdt=2005&sciodt=0,5&hl=en",535,09/05/22 10:13,,,,,,,,,24,6.00,12,2,4,"… The present study examined the relationship between cultural identity, severity of HL, and use of CI. Specifically, it explored whether the cultural identity of deaf adolescents and young …",https://academic.oup.com/jdsde/article/23/3/228/4942213,"https://scholar.google.com/scholar?q=related:pleKJpvHxwkJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
45,S Downes,Sense of Japanese cultural identity within an English partial immersion programme: Should parents worry?,2001,International journal of bilingual education and …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/13670050108667726,"https://scholar.google.com/scholar?cites=21210796270279023&as_sdt=2005&sciodt=0,5&hl=en",536,09/05/22 10:13,,10.1080/13670050108667726,,,,,,,45,2.14,45,1,21,"… , the paper turns to examine how cultural identity might be … than negatively affecting their cultural identity, the immersion … a strong sense of Japanese cultural identity coupled with a …",https://www.researchgate.net/profile/Simon-Downes-3/publication/238400575_Sense_of_Japanese_Cultural_Identity_Within_an_English_Partial_Immersion_Programme_Should_Parents_Worry/links/0deec52abe58202e54000000/Sense-of-Japanese-Cultural-Identity-Within-an-English-Partial-Immersion-Programme-Should-Parents-Worry.pdf,"https://scholar.google.com/scholar?q=related:b9kXWRtbSwAJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
42,N Knight,Reflecting on the paradox of globalisation: China's search for cultural identity and coherence,2006,China: An International Journal,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S0219747206000021,"https://scholar.google.com/scholar?cites=3871309962975608170&as_sdt=2005&sciodt=0,5&hl=en",537,09/05/22 10:13,,10.1142/S0219747206000021,,,,,,,42,2.63,42,1,16,… the concerns raised by some Chinese scholars and Party theorists that China is fostering those conditions that will result in what it fears most: the loss of its cultural identity through the …,,"https://scholar.google.com/scholar?q=related:an2XduanuTUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
16,J Damousi,""" The filthy American twang"": Elocution, the advent of American"" Talkies,"" and Australian cultural identity",2007,The American Historical Review,JSTOR,https://www.jstor.org/stable/4136607,"https://scholar.google.com/scholar?cites=12437251305234385180&as_sdt=2005&sciodt=0,5&hl=en",538,09/05/22 10:13,,,,,,,,,16,1.07,16,1,15,"Most of the American pictures shown are absolute rubbish, and an insult to one's in while the harsh, low-class voices and accent are a continual strain on one's nerves... pictures, with …",https://scholar.archive.org/work/igstzm4f6bempfxrm7zzxjrtuq/access/wayback/https://watermark.silverchair.com/112-2-394.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAaMwggGfBgkqhkiG9w0BBwagggGQMIIBjAIBADCCAYUGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM5SL3zE4os2mGEfTyAgEQgIIBVsTrxyQXcUHI-ArDziG5pPSKi2EP_t1ys4KVAm4lw9NLMGSA2gOeLkpAXYZJE001cstd5inp87Y1gBjX_nbAybibX2Zpr8NJnqkVo3MmnngU9InfpvQzBgtA3BkUhhezMMnvoznqwWYbyYBVeBdgXSxzOSvoR4QSgJGm8aMEjh04ChyueuhJvkYMtJkgIs50X3ct1WFz5gmwPCLIaYFHMQmeRIc5HAMGIUR59u_DKbFKFCrBgrh5JN6YqDkjRPb8mnEZp7WkaLI0c_Jqty8hCZUe31HoZNu6Kc4YQ-X-Q48Wg3kgPS8cAFsTp7LEUbQE8shmrSTm3QGfCNMe2NeiTBhQgGjAI7VubAf8dzyCtOz_pOmwi3jDAWHpXeYxQZ9xFpwSPz8xcJsoal3UP9BXfbuQ1AjiR-FxCEVjRS8Jv9N9VU3jMr3RXqYxymnLft6lz64Asfsayw,"https://scholar.google.com/scholar?q=related:HEnCrir-mawJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
23,R Singer,"Neoliberal backgrounding, the Meatless Monday campaign, and the rhetorical intersections of food, nature, and cultural identity",2017,"Communication, Culture & Critique",academic.oup.com,https://academic.oup.com/ccc/article-abstract/10/2/344/3956603,"https://scholar.google.com/scholar?cites=12764254939781342574&as_sdt=2005&sciodt=0,5&hl=en",539,09/05/22 10:13,,,,,,,,,23,4.60,23,1,5,… This project of critiquing oppressions of “intersectional” cultural identity expands on the above criticisms of overrationalized technologies of food production and consumption by …,https://www.academia.edu/download/52990246/Singer_2017_neoliberal_backgrounding_published.pdf,"https://scholar.google.com/scholar?q=related:biUxZD2-I7EJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
26,KD Denton,Down with diversity (at least some of it): a case for cultural identity,1997,Empowerment in Organizations,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/14634449710190241/full/html,"https://scholar.google.com/scholar?cites=498301953055831786&as_sdt=2005&sciodt=0,5&hl=en",540,09/05/22 10:13,,10.1108/14634449710190241,,,,,,,26,1.04,26,1,25,"… Analyses the power of cultural identity and its role in society. Considers the issue of diversity and its role in the building of unified communities, both within organizations and …",,"https://scholar.google.com/scholar?q=related:6rbGdvxS6gYJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
14,S Abou,The metamorphoses of cultural identity,1997,Diogenes,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/039219219704517702,"https://scholar.google.com/scholar?cites=230786399167835195&as_sdt=2005&sciodt=0,5&hl=en",541,09/05/22 10:13,,10.1177/039219219704517702,,,,,,,14,0.56,14,1,25,… cultural identity and pushes the critique of the ethnic group to the point of negating its objective existence. Must we think then that the notion of cultural identity is … notion of cultural identity …,,"https://scholar.google.com/scholar?q=related:O-xj3QHrMwMJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
